學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,學制班別(日間),僑生男,僑生女,港澳生男,港澳生女
106,公立,一般大學,3,國立臺灣大學,8211102,森林環境暨資源學系,碩士班(日間),2,2,0,4
106,公立,一般大學,3,國立臺灣大學,8311103,漁業科學研究所,碩士班(日間),0,2,0,1
106,公立,一般大學,3,國立臺灣大學,8411104,獸醫學系,學士班(日間),6,13,9,11
106,公立,一般大學,3,國立臺灣大學,8411104,獸醫學系,博士班,0,1,0,0
106,公立,一般大學,3,國立臺灣大學,9111137,牙醫學系,學士班(日間),6,6,3,2
106,公立,一般大學,3,國立臺灣大學,9121048,微生物學研究所,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,9121048,微生物學研究所,博士班,1,0,0,0
106,公立,一般大學,3,國立臺灣大學,9121107,醫學系,學士班(日間),33,27,5,5
106,公立,一般大學,3,國立臺灣大學,9121109,分子醫學研究所,碩士班(日間),0,1,1,0
106,公立,一般大學,3,國立臺灣大學,9121109,分子醫學研究所,博士班,1,1,0,0
106,公立,一般大學,3,國立臺灣大學,9121110,免疫學研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,3,國立臺灣大學,9121114,解剖學暨細胞生物學研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,3,國立臺灣大學,9131134,護理學系,學士班(日間),1,9,0,1
106,公立,一般大學,3,國立臺灣大學,9131134,護理學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,9131134,護理學系,博士班,0,0,0,1
106,公立,一般大學,3,國立臺灣大學,9141136,醫學檢驗暨生物技術學系,學士班(日間),3,5,2,4
106,公立,一般大學,3,國立臺灣大學,9141136,醫學檢驗暨生物技術學系,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,9151132,物理治療學系,學士班(日間),3,7,2,2
106,公立,一般大學,3,國立臺灣大學,9151132,物理治療學系,碩士班(日間),0,5,0,0
106,公立,一般大學,3,國立臺灣大學,9152133,職能治療學系,學士班(日間),1,9,1,11
106,公立,一般大學,3,國立臺灣大學,9152133,職能治療學系,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,9161129,藥學系,學士班(日間),3,9,3,2
106,公立,一般大學,3,國立臺灣大學,9161129,藥學系,碩士班(日間),2,1,1,1
106,公立,一般大學,3,國立臺灣大學,9161129,藥學系,博士班,0,1,0,0
106,公立,一般大學,3,國立臺灣大學,9161130,藥理學研究所,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,9191122,公共衛生碩士學位學程,碩士班(日間),1,0,2,0
106,公立,一般大學,3,國立臺灣大學,9191122,公共衛生學系,學士班(日間),0,4,1,2
106,公立,一般大學,3,國立臺灣大學,9191126,流行病學與預防醫學研究所,碩士班(日間),0,0,1,1
106,公立,一般大學,3,國立臺灣大學,9191127,健康政策與管理研究所,碩士班(日間),0,1,0,2
106,公立,一般大學,3,國立臺灣大學,9191128,健康行為與社區科學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,3,國立臺灣大學,9199141,毒理學研究所,碩士班(日間),0,1,0,1
106,公立,一般大學,3,國立臺灣大學,9231144,社會工作學系,學士班(日間),2,1,1,5
106,公立,一般大學,3,國立臺灣大學,9231144,社會工作學系,碩士班(日間),0,1,0,2
106,公立,一般大學,3,國立臺灣大學,9231144,社會工作學系,博士班,0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,1111001,教育學系,學士班(日間),2,13,0,5
106,公立,一般大學,4,國立臺灣師範大學,1111001,教育學系,碩士班(日間),0,3,1,2
106,公立,一般大學,4,國立臺灣師範大學,1113018,特殊教育學系,學士班(日間),0,6,0,9
106,公立,一般大學,4,國立臺灣師範大學,1113018,特殊教育學系,碩士班(日間),0,0,0,4
106,公立,一般大學,4,國立臺灣師範大學,1114019,教育政策與行政研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,1115002,課程與教學研究所,碩士班(日間),0,2,0,1
106,公立,一般大學,4,國立臺灣師範大學,1131004,公民教育與活動領導學系,學士班(日間),6,5,4,4
106,公立,一般大學,4,國立臺灣師範大學,1131009,社會教育學系,學士班(日間),1,3,2,5
106,公立,一般大學,4,國立臺灣師範大學,1131009,社會教育學系,碩士班(日間),0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,1141007,人類發展與家庭學系,學士班(日間),2,18,1,9
106,公立,一般大學,4,國立臺灣師範大學,1141007,人類發展與家庭學系,碩士班(日間),0,3,0,2
106,公立,一般大學,4,國立臺灣師範大學,1141013,環境教育研究所,碩士班(日間),1,1,0,1
106,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,學士班(日間),3,2,17,1
106,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,碩士班(日間),2,0,1,1
106,公立,一般大學,4,國立臺灣師範大學,1141015,體育學系,博士班,1,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,1141017,健康促進與衛生教育學系,學士班(日間),2,4,4,4
106,公立,一般大學,4,國立臺灣師範大學,1199022,科技應用與人力資源發展學系,學士班(日間),0,2,6,2
106,公立,一般大學,4,國立臺灣師範大學,1199022,科技應用與人力資源發展學系,碩士班(日間),0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,2122037,設計學系,學士班(日間),0,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,2122037,設計學系,碩士班(日間),1,2,2,1
106,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,學士班(日間),3,5,1,3
106,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,碩士班(日間),0,3,1,0
106,公立,一般大學,4,國立臺灣師範大學,2131023,美術學系,博士班,1,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,2151024,音樂學系,學士班(日間),4,2,4,5
106,公立,一般大學,4,國立臺灣師範大學,2151025,民族音樂研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,4,國立臺灣師範大學,2152027,表演藝術研究所,碩士班(日間),0,1,1,0
106,公立,一般大學,4,國立臺灣師範大學,2191026,藝術史研究所,碩士班(日間),0,0,1,1
106,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,學士班(日間),6,2,5,2
106,公立,一般大學,4,國立臺灣師範大學,2221035,歷史學系,碩士班(日間),1,1,4,1
106,公立,一般大學,4,國立臺灣師範大學,2221036,臺灣史研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,學士班(日間),4,12,2,8
106,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,碩士班(日間),1,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,2311033,英語學系,博士班,0,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,2312034,翻譯研究所,碩士班(日間),1,1,0,3
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,學士班(日間),14,55,8,21
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,碩士班(日間),1,7,0,2
106,公立,一般大學,4,國立臺灣師範大學,2313005,華語文教學系,博士班,0,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,學士班(日間),5,5,2,3
106,公立,一般大學,4,國立臺灣師範大學,2321028,臺灣語文學系,碩士班(日間),0,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,學士班(日間),6,10,10,6
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,碩士班(日間),0,0,1,1
106,公立,一般大學,4,國立臺灣師範大學,2322029,國文學系,博士班,1,0,0,0
106,公立,一般大學,4,國立臺灣師範大學,3121039,政治學研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,3121039,政治學研究所,博士班,0,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,學士班(日間),1,7,5,2
106,公立,一般大學,4,國立臺灣師範大學,3131003,教育心理與輔導學系,碩士班(日間),1,3,1,0
106,公立,一般大學,4,國立臺灣師範大學,3142041,地理學系,學士班(日間),6,4,6,7
106,公立,一般大學,4,國立臺灣師範大學,3142041,地理學系,碩士班(日間),0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,學士班(日間),6,5,6,9
106,公立,一般大學,4,國立臺灣師範大學,3143042,東亞學系,碩士班(日間),0,2,1,1
106,公立,一般大學,4,國立臺灣師範大學,3199070,復健諮商研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,4,國立臺灣師範大學,3211048,大眾傳播研究所,碩士班(日間),0,2,0,1
106,公立,一般大學,4,國立臺灣師範大學,3214050,圖文傳播學系,學士班(日間),2,1,2,8
106,公立,一般大學,4,國立臺灣師範大學,3222049,圖書資訊學研究所,碩士班(日間),0,0,1,1
106,公立,一般大學,4,國立臺灣師範大學,3222049,圖書資訊學研究所,博士班,0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,4131047,全球經營與策略研究所,碩士班(日間),2,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,4131051,企業管理學系,學士班(日間),3,4,1,6
106,公立,一般大學,4,國立臺灣師範大學,4131052,管理研究所,碩士班(日間),0,0,1,1
106,公立,一般大學,4,國立臺灣師範大學,4199054,國際人力資源發展研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,4,國立臺灣師範大學,5111056,生命科學系,學士班(日間),4,3,4,1
106,公立,一般大學,4,國立臺灣師範大學,5111056,生命科學系,碩士班(日間),0,0,0,2
106,公立,一般大學,4,國立臺灣師範大學,5311059,化學系,學士班(日間),9,2,6,4
106,公立,一般大學,4,國立臺灣師範大學,5321060,地球科學系,學士班(日間),1,1,6,5
106,公立,一般大學,4,國立臺灣師範大學,5331061,物理學系,學士班(日間),3,0,6,2
106,公立,一般大學,4,國立臺灣師範大學,5331061,物理學系,碩士班(日間),1,0,0,0
106,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,學士班(日間),4,1,9,2
106,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,碩士班(日間),0,2,0,0
106,公立,一般大學,4,國立臺灣師範大學,5411062,數學系,博士班,0,0,0,1
106,公立,一般大學,4,國立臺灣師範大學,7141063,電機工程學系,學士班(日間),4,3,4,0
106,公立,一般大學,4,國立臺灣師範大學,7141065,資訊工程學系,學士班(日間),2,0,5,0
106,公立,一般大學,4,國立臺灣師範大學,9231071,社會工作學研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,4,國立臺灣師範大學,10141074,運動競技學系,學士班(日間),0,1,3,2
106,公立,一般大學,4,國立臺灣師範大學,10141074,運動競技學系,碩士班(日間),0,0,2,0
106,公立,一般大學,4,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,碩士班(日間),0,1,1,2
106,公立,一般大學,4,國立臺灣師範大學,10152077,運動休閒與餐旅管理研究所,博士班,2,0,0,0
106,公立,一般大學,5,國立成功大學,1111103,教育研究所,碩士班(日間),0,1,1,1
106,公立,一般大學,5,國立成功大學,1111103,教育研究所,博士班,0,1,0,1
106,公立,一般大學,5,國立成功大學,2122112,創意產業設計研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,5,國立成功大學,2123113,工業設計學系,學士班(日間),7,2,3,4
106,公立,一般大學,5,國立成功大學,2123113,工業設計學系,碩士班(日間),1,1,0,0
106,公立,一般大學,5,國立成功大學,2191104,藝術研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,5,國立成功大學,2221110,歷史學系,學士班(日間),4,7,9,4
106,公立,一般大學,5,國立成功大學,2221110,歷史學系,碩士班(日間),1,1,0,1
106,公立,一般大學,5,國立成功大學,2311108,外國語文學系,學士班(日間),5,10,1,3
106,公立,一般大學,5,國立成功大學,2311108,外國語文學系,碩士班(日間),0,1,0,1
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,學士班(日間),0,0,0,1
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,碩士班(日間),0,1,0,0
106,公立,一般大學,5,國立成功大學,2321106,台灣文學系,博士班,0,0,1,0
106,公立,一般大學,5,國立成功大學,2322107,中國文學系,學士班(日間),3,6,3,5
106,公立,一般大學,5,國立成功大學,3111114,經濟學系,學士班(日間),5,3,5,1
106,公立,一般大學,5,國立成功大學,3121115,政治學系,學士班(日間),6,1,6,2
106,公立,一般大學,5,國立成功大學,3121116,政治經濟研究所,碩士班(日間),0,0,1,0
106,公立,一般大學,5,國立成功大學,3131117,心理學系,學士班(日間),3,5,1,3
106,公立,一般大學,5,國立成功大學,3131118,行為醫學研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,5,國立成功大學,4111120,會計學系,學士班(日間),2,9,1,1
106,公立,一般大學,5,國立成功大學,4111120,會計學系,碩士班(日間),0,2,0,1
106,公立,一般大學,5,國立成功大學,4121126,財務金融研究所,碩士班(日間),0,1,3,0
106,公立,一般大學,5,國立成功大學,4131121,企業管理學系,學士班(日間),1,6,2,1
106,公立,一般大學,5,國立成功大學,4131121,企業管理學系,碩士班(日間),2,0,0,0
106,公立,一般大學,5,國立成功大學,4131124,國際企業研究所,碩士班(日間),0,1,0,0
106,公立,一般大學,5,國立成功大學,4199024,海洋科技與事務研究所,碩士班(日間),1,0,0,0
106,公立,一般大學,5,國立成功大學,4199057,工業與資訊管理學系,學士班(日間),10,3,4,0
106,公立,一般大學,5,國立成功大學,4211001,法律學系,學士班(日間),4,3,1,3
106,公立,一般大學,5,國立成功大學,4212001,法律學系,碩士班(日間),0,1,0,0
106,公立,一般大學,5,國立成功大學,5111003,生命科學系,學士班(日間),4,2,2,1
106,公立,一般大學,5,國立成功大學,5111003,生命科學系,碩士班(日間),0,0,0,1
106,公立,一般大學,5,國立成功大學,5121008,生物科技與產業科學系,學士班(日間),8,4,1,0
106,公立,一般大學,5,國立成功大學,5122009,微生物及免疫學研究所,碩士班(日間),0,0,0,1
106,公立,一般大學,5,國立成功大學,5311017,化學系,學士班(日間),3,2,3,1
106,公立,一般大學,5,國立成功大學,5321019,地球科學系,學士班(日間),4,0,1,1
106,公立,一般大學,5,國立成功大學,5331021,物理學系,學士班(日間),0,0,7,0
106,公立,一般大學,5,國立成功大學,5331021,物理學系,碩士班(日間),0,0,1,0
106,公立,一般大學,5,國立成功大學,5331021,物理學系,博士班,0,0,1,0
106,公立,一般大學,5,國立成功大學,5411027,數學系,學士班(日間),2,0,1,2
106,公立,一般大學,5,國立成功大學,5411027,數學系,碩士班(日間),0,0,1,1
106,公立,一般大學,5,國立成功大學,5421029,統計學系,學士班(日間),4,6,1,2
106,公立,一般大學,5,國立成功大學,5421029,統計學系,碩士班(日間),1,0,0,0
106,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,學士班(日間),9,3,4,0
106,公立,一般大學,5,國立成功大學,6131036,資訊工程學系,碩士班(日間),3,0,2,2
